filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
CC1.jpg,22534,{},2,0,"{""name"":""polygon"",""all_points_x"":[181,154,135,130,121,70,72,55,57,86,84,34,45,86,97,116,123,138,157,151,166,165,184,202,205,211,233,239,277,284,306,320,324,342,334,322,310,284,283,252,241,225,225,214,191,180,153],""all_points_y"":[153,148,153,161,169,193,201,209,222,218,230,255,263,252,256,253,277,286,286,269,257,281,281,278,281,297,297,295,302,317,313,293,273,269,237,174,177,169,161,141,149,149,160,157,155,153,149]}","{""spice"":""Clove""}"
CC1.jpg,22534,{},2,1,"{""name"":""polygon"",""all_points_x"":[176,170,170,187,250,274,287,298,327,347,420,430,422,404,399,431,435,422,408,398,385,351,342,329,324,324,286,275,252,238,222,222,182],""all_points_y"":[145,133,110,91,101,110,97,93,97,127,155,176,201,193,197,249,275,286,284,271,281,280,269,199,189,175,168,150,139,144,147,148,147]}","{""spice"":""Cinnamon""}"
CC2.jpg,93600,{},2,0,"{""name"":""polygon"",""all_points_x"":[102,94,138,110,112,78,58,48,66,54,51,155,190,210,258,312,309,336,359,375,402,420,462,465,464,496,537,314,282,254,242,255,204,189,186,175,162,102],""all_points_y"":[186,209,249,269,289,283,293,316,334,338,367,524,514,492,561,556,525,530,541,525,528,503,493,457,445,449,401,229,218,193,193,222,191,197,210,223,215,186]}","{""spice"":""Cinnamon""}"
CC2.jpg,93600,{},2,1,"{""name"":""polygon"",""all_points_x"":[520,503,502,483,466,464,453,457,479,465,469,495,474,473,510,524,533,526,494,499,530,534,541,548,555,598,621,631,642,674,701,723,730,748,774,775,802,800,823,854,874,915,930,933,912,914,923,918,897,893,882,882,878,879,866,862,850,840,821,808,793,762,770,757,739,726,710,690,672,654,639,604,587,563,553,533],""all_points_y"":[191,201,215,224,216,226,238,255,255,265,279,277,285,294,315,327,325,333,338,342,343,365,362,369,379,393,380,381,385,372,373,381,365,380,378,371,373,355,365,379,382,351,333,318,297,281,276,266,250,241,242,228,225,212,200,189,179,172,161,172,163,152,136,127,130,143,146,145,141,139,141,143,143,152,162,166]}","{""spice"":""Clove""}"
CC3.jpg,7600,{},2,0,"{""name"":""polygon"",""all_points_x"":[9,19,25,73,56,67,179,169,224,215,195,193,62,70,65,56,50,44,35,32,34,18,1,1],""all_points_y"":[29,23,18,30,21,3,59,80,98,127,118,135,119,143,147,150,148,151,143,145,151,165,159,34]}","{""spice"":""Cinnamon""}"
CC3.jpg,7600,{},2,1,"{""name"":""polygon"",""all_points_x"":[149,145,127,131,128,123,113,110,99,94,86,77,71,60,49,39,35,35,28,22,25,30,33,43,51,57,72,67,97],""all_points_y"":[131,141,148,157,162,164,161,164,161,161,165,162,162,173,180,182,179,175,174,169,162,157,157,151,149,151,145,131,124]}","{""spice"":""Clove""}"
CC4.jpg,12614,{},2,0,"{""name"":""polygon"",""all_points_x"":[134,152,171,192,193,195,193,205,212,215,229,238,247,259,266,266,285,298,299,218,211,207,205,200,197,184,177,178,167,163,156,151,145,137,130,125,124,128,117,111,108,107,101,99],""all_points_y"":[128,130,154,155,147,134,130,129,134,141,142,135,151,144,137,131,143,133,123,57,43,41,41,39,36,35,36,54,57,61,53,53,39,37,39,42,46,62,39,40,43,45,45,48]}","{""spice"":""Cinnamon""}"
CC4.jpg,12614,{},2,1,"{""name"":""polygon"",""all_points_x"":[127,122,118,93,93,77,72,62,59,44,32,29,23,21,14,16,15,13,27,28,39,39,45,57,65,73,78,79,75,64,55,55,43,41,28,20,19,14,9,12,31,37,40,51,54,53,63,74,96,110,130,140,214,226,239,263,274,259,257,235,225,208,197,183,171,157,143,126,104,94],""all_points_y"":[122,130,139,141,149,152,143,142,132,126,125,136,139,125,115,107,96,94,89,83,85,81,73,75,75,72,77,74,70,70,69,64,65,59,60,61,51,43,30,26,32,24,9,12,13,3,4,13,16,13,9,3,3,7,8,17,21,29,39,36,44,43,35,33,39,44,36,35,39,44]}","{""spice"":""Clove""}"
CC5.jpg,11462,{},2,0,"{""name"":""polygon"",""all_points_x"":[125,108,105,68,71,91,65,65,78,82,90,100,138,150,165,229,263],""all_points_y"":[0,16,28,79,86,88,133,137,147,161,165,159,112,102,99,22,1]}","{""spice"":""Cinnamon""}"
CC5.jpg,11462,{},2,1,"{""name"":""polygon"",""all_points_x"":[94,105,107,103,101,83,75,80,84,91,89,70,66,68,77,78,71,63,71,78,69,54,53,49,43,43,30,3,0,2,10,11,9,17,18],""all_points_y"":[1,4,11,21,25,20,30,32,35,41,46,71,80,87,93,101,121,134,145,156,172,162,155,160,166,179,184,170,149,14,15,11,5,4,1]}","{""spice"":""Clove""}"
CC6.jpg,7503,{},3,0,"{""name"":""polygon"",""all_points_x"":[76,74,84,158,200,210,224,225,215,219,196,194,194,233,236,227,211,201,183,157,132,121,88,77,68,108,105,94,88],""all_points_y"":[59,41,37,45,23,28,34,49,55,57,67,73,77,82,100,115,98,94,93,83,88,103,121,117,105,79,73,67,51]}","{""spice"":""Cinnamon""}"
CC6.jpg,7503,{},3,1,"{""name"":""polygon"",""all_points_x"":[116,140,177,187,161,159,147,141,120],""all_points_y"":[133,144,139,129,129,127,127,131,127]}","{""spice"":""Clove""}"
CC6.jpg,7503,{},3,2,"{""name"":""polygon"",""all_points_x"":[241,230,232,240,245,248,260,263,274,275],""all_points_y"":[129,126,116,112,109,106,105,113,115,121]}","{""spice"":""Clove""}"
CC7.jpg,12112,{},2,0,"{""name"":""polygon"",""all_points_x"":[159,201,206,209,218,222,273,275],""all_points_y"":[1,35,34,45,40,56,95,1]}","{""spice"":""Cinnamon""}"
CC7.jpg,12112,{},2,1,"{""name"":""polygon"",""all_points_x"":[118,109,99,95,97,92,94,100,109,96,96,115,113,115,122,123,130,138,153,170,179,177,182,187,185,196,197,204,216,221,157],""all_points_y"":[1,17,16,21,28,36,41,40,50,53,61,75,83,91,90,103,105,93,97,108,104,93,91,88,81,82,69,69,71,59,2]}","{""spice"":""Clove""}"
CC8.jpg,6288,{},5,0,"{""name"":""polygon"",""all_points_x"":[2,220,246,254,243,261,255,237,142,120,82,84,84,68,61,54,57,49,3],""all_points_y"":[19,39,40,61,73,79,100,108,99,83,72,61,47,46,49,49,59,64,62]}","{""spice"":""Cinnamon""}"
CC8.jpg,6288,{},5,1,"{""name"":""polygon"",""all_points_x"":[139,140,130,100,87,77,2,3,43,25,27,33,67,86,115],""all_points_y"":[102,119,138,145,135,140,121,63,67,91,97,95,73,76,83]}","{""spice"":""Cinnamon""}"
CC8.jpg,6288,{},5,2,"{""name"":""polygon"",""all_points_x"":[63,57,58,40,29,27,34,68,80,83],""all_points_y"":[49,50,60,72,89,92,92,70,72,49]}","{""spice"":""Clove""}"
CC8.jpg,6288,{},5,3,"{""name"":""polygon"",""all_points_x"":[32,36,64,68,69,69,85,99,99,88,78,67,35],""all_points_y"":[151,157,167,165,175,178,173,171,155,139,141,146,143]}","{""spice"":""Clove""}"
CC8.jpg,6288,{},5,4,"{""name"":""polygon"",""all_points_x"":[169,156,168,177,189,232,242,244,244,244],""all_points_y"":[111,128,139,145,134,128,131,124,122,120]}","{""spice"":""Clove""}"
CC9.jpg,5106,{},6,0,"{""name"":""polygon"",""all_points_x"":[135,132,126,132,141,147,163,167,155],""all_points_y"":[40,47,50,81,82,86,84,71,39]}","{""spice"":""Cinnamon""}"
CC9.jpg,5106,{},6,1,"{""name"":""polygon"",""all_points_x"":[194,163,151,116,119,128,130,134,140,152,157,216,215],""all_points_y"":[83,93,93,125,134,130,136,141,147,152,153,94,90]}","{""spice"":""Cinnamon""}"
CC9.jpg,5106,{},6,2,"{""name"":""polygon"",""all_points_x"":[124,73,27,29,35,37,34,36,32,35,40,128],""all_points_y"":[75,81,105,109,109,110,116,121,124,129,133,100]}","{""spice"":""Cinnamon""}"
CC9.jpg,5106,{},6,3,"{""name"":""polygon"",""all_points_x"":[62,58,47,44,53,62,68,78,93,104,96,98,91,86,69],""all_points_y"":[106,102,111,107,99,96,97,93,90,87,95,101,98,97,108]}","{""spice"":""Clove""}"
CC9.jpg,5106,{},6,4,"{""name"":""polygon"",""all_points_x"":[90,96,92,92,78,69,71,68],""all_points_y"":[117,123,127,131,137,136,129,123]}","{""spice"":""Clove""}"
CC9.jpg,5106,{},6,5,"{""name"":""polygon"",""all_points_x"":[211,197,185,186,198,198,201,220,219,221,226,235,238,230,229],""all_points_y"":[124,133,131,137,142,152,156,148,143,140,131,135,131,122,115]}","{""spice"":""Clove""}"
CC10.jpg,6551,{},2,0,"{""name"":""polygon"",""all_points_x"":[127,104,93,39,50,65,69,82,94,114,125,139,187,170,180,177,166,159,151,147],""all_points_y"":[18,37,37,96,106,106,101,103,96,102,101,104,44,34,23,18,15,16,27,23]}","{""spice"":""Cinnamon""}"
CC10.jpg,6551,{},2,1,"{""name"":""polygon"",""all_points_x"":[181,168,161,156,180,173,168,200,207,220,239,238,238,241,220,218,207,193],""all_points_y"":[89,90,97,103,119,128,145,153,135,128,126,118,105,99,96,98,92,83]}","{""spice"":""Clove""}"
